number,title
14866,I Wanna Hold Your Hand
14867,Skateboard
14868,Five Days from Home
14869,Uncle Joe Shannon
14870,Killer of Sheep
14871,The Last Waltz
14872,Boarding School
14873,Nunzio
14874,Nest of Vipers
14875,Stunt Rock
14876,Northern Lights
14877,Despair
14878,Bloodbrothers
14879,The Green Room
14880,I Spit on Your Grave
14881,The Wild Geese
14882,Faces of Death
14883,Dawn of the Dead
14884,Watership Down
14885,Piranha
14886,The Driver
14887,The Boys from Brazil
14888,Little Lips
14889,Starcrash
14890,The Thirty Nine Steps
14891,Coma
14892,Game of Death
14893,The Inglorious Bastards
14894,Slave of the Cannibal God
14895,Drunken Master
14896,Magic
14897,Attack of the Killer Tomatoes!
14898,Stay as You Are
14899,Autumn Sonata
14900,Ice Castles
14901,The Sister of Ursula
14902,The Fury
14903,Deathsport
14904,The Toolbox Murders
14905,The Swarm
14906,Battlestar Galactica
14907,Fairy Tales
14908,Adventures of a Plumber's Mate
14909,The Big Sleep
14910,Behind Convent Walls
14911,Felicity
14912,The Betsy
14913,The 36th Chamber of Shaolin
14914,The Silent Partner
14915,Who'll Stop the Rain
14916,An Unmarried Woman
14917,Good Guys Wear Black
14918,Thank God It's Friday
14919,California Suite
14920,You Are Not Alone
14921,Girlfriends
14922,The Cheap Detective
14923,The Cat from Outer Space
14924,Big Wednesday
14925,Jubilee
14926,The Playbirds
14927,The Bermuda Triangle
14928,Strawberry Time
14929,Fedora
14930,The Boys in Company C
14931,Beauty and the Beast
14932,The Stud
14933,Satyam Shivam Sundaram: Love Sublime
14934,Snake in the Eagle's Shadow
14935,Empire of Passion
14936,Lemon Popsicle
14937,Laserblast
14938,Nathalie: Escape from Hell
14939,The Shout
14940,The Tree of Wooden Clogs
14941,The Manitou
14942,Emanuelle and the White Slave Trade
14943,Carnal Campus
14944,Mardi Gras Massacre
14945,Patrick
14946,Go Tell the Spartans
14947,The Evil
14948,Rings of Fear
14949,Circle of Iron
14950,"China 9, Liberty 37"
14951,Meetings with Anna
14952,The Grapes of Death
14953,Vampire Hookers
14954,Escape from Women's Prison
14955,Five Deadly Venoms
14956,Carry on Emmannuelle
14957,A Wedding
14958,Rosie Dixon - Night Nurse
14959,The Medusa Touch
14960,Rape of Love
14961,The Coming of Sin
14962,Warlords of the Deep
14963,Hotel Fear
14964,"Helga, la louve de Stilberg"
14965,The Alien Factor
14966,Youngblood
14967,Long Weekend
14968,Killer's Moon
14969,In a Year with 13 Moons
14970,Who Is Killing the Great Chefs of Europe?
14971,FM
14972,Get Out Your Handkerchiefs
14973,Violette
14974,Gates of Heaven
14975,The Pyjama Girl Case
14976,Wicked Women
14977,High-Ballin'
14978,Muqaddar Ka Sikandar
14979,Cat in the Cage
14980,Satan's Blood
14981,Message from Space
14982,The Bees
14983,Cock Crows at Eleven
14984,Harper Valley P.T.A.
14985,To Be Twenty
14986,Just a Gigolo
14987,Avalanche
14988,The Bloodstained Shadow
14989,The House of the Dead
14990,On the Yard
14991,Malibu Beach
14992,Women in Cellblock 9
14993,The Seniors
14994,Triangle of Venus
14995,An Enemy of the People
14996,Don
14997,The Mafu Cage
14998,First Love
14999,The Fifth Floor
15000,Papaya: Love Goddess of the Cannibals
15001,Renaldo and Clara
15002,The Highschool Girl Repeating Class
15003,Spiritual Kung Fu
15004,Terror
15005,The Norseman
15006,Seven Freckles
15007,Fingers
15008,It Lives Again
15009,The Water Babies
15010,Alice in Spanish Wonderland
15011,Crippled Avengers
15012,Stingray
15013,The Schoolteacher Goes to Boys' High
15014,The Priest
15015,Jennifer
15016,The Adventures of Picasso
15017,Snake and Crane Arts of Shaolin
15018,A Simple Story
15019,Sweater Girls
15020,Remember My Name
15021,The Hound of the Baskervilles
15022,Emanuelle and the Porno Nights of the World
15023,Yagyu Clan Conspiracy
15024,Deseo carnal
15025,Ringing Bell
15026,A Different Story
15027,Trishul
15028,The Comeback
15029,Zero to Sixty
15030,The War of the Robots
15031,Occupation in 26 Pictures
15032,Always for Pleasure
15033,Main Tulsi Tere Aangan Ki
15034,The Dawn Rapists
15035,Movie Movie
15036,The ABC of Love and Sex: Australia Style
15037,Bosko Buha
15038,Rockers
15039,The Chant of Jimmie Blacksmith
15040,A Man for Sale
15041,Triangle of Lust
15042,French Fried Vacation
15043,Coach
15044,Absolution
15045,Let's Get Laid
15046,Rape and Death of a Housewife
15047,Spawn of the Slithis
15048,Hot Lead and Cold Feet
15049,L'argent des autres
15050,A Night Full of Rain
15051,Liebesgrüße aus der Lederhose 4: Die versaute Hochzeitsnacht
15052,Odds and Evens
15053,Lo chiamavano Bulldozer
15054,Adela Has Not Had Supper Yet
15055,80 huszár
15056,Heroes of the East
15057,Coming Attractions
15058,French Quarter
15059,A Dama do Lotação
15060,Teen Lust
15061,Blood Relatives
15062,"Viol, la grande peur"
15063,In Praise of Older Women
15064,Shalimar
15065,Rabbit Test
15066,Oliver's Story
15067,Killer's Delight
15068,Popcorn und Himbeereis
15069,Las que empiezan a los quince años
15070,Sunset Cove
15071,A Distant Thunder
15072,The Avenging Eagle
15073,Lupin the 3rd: The Mystery of Mamo
15074,La zizanie
15075,The Frenchman's Garden
15076,Trauma
15077,Matilda
15078,Sultan
15079,Death Dimension
15080,Almost Summer
15081,The Place Without Limits
15082,Blood Feud
15083,Enter the Game of Death
15084,Starhops
15085,Oi tembelides tis eforis koiladas
15086,Little Girl in Blue Velvet
15087,Bilbao
15088,Legacy of Blood
15089,Savana - Sesso e diamanti
15090,Perceval le Gallois
15091,Confessions of a Congressman
15092,Lucky Luke: Ballad of the Daltons
15093,The Further Adventures of the Wilderness Family
15094,Barracuda
15095,Attacked!
15096,The Cat and the Canary
15097,Somebody Killed Her Husband
15098,The Redeemer: Son of Satan!
15099,Emanuelle e Lolita
15100,Vil du se min smukke navle?
15101,The Lucifer Complex
15102,Knock-Out Cop
15103,The Last Romantic Lover
15104,Cheerleaders Beach Party
15105,Fearless
15106,Ankhiyon Ke Jharokhon Se
15107,The School Teacher in the House
15108,O Bem Dotado - O Homem de Itu
15109,Alessia... un vulcano sotto la pelle
15110,The Children of Sanchez
15111,Half a Loaf of Kung Fu
15112,Invincible Shaolin
15113,"Die Sister, Die!"
15114,What's Up Superdoc!
15115,Sweeney 2
15116,"Attention, les enfants regardent"
15117,Operation Orient
15118,Stony Island
15119,Silver Saddle
15120,The Astral Factor
15121,The Herd
15122,The Sorcerer's Apprentice
15123,Orchestra Rehearsal
15124,Tomorrow Never Comes
15125,The Witness
15126,Cyclone
15127,Warriors Two
15128,Pilgrim's Progress
15129,Nighthawks
15130,The Tattoo Connection
15131,Along the Night
15132,The Alpha Incident
15133,Mig og Charly
15134,Summer Night Fever
15135,Enter the Fat Dragon
15136,Very Close Encounters of the Fourth Kind
15137,The Biggest Battle
15138,Texas Detour
15139,Madman
15140,O Construtor de Anjos
15141,"Feyzo, the Polite One"
15142,Carnival Nights
15143,Money Movers
15144,Thayige Takka Maga
15145,Voglia di donna
15146,Picardía Mexicana
15147,Melody in Love
15148,Crazy Nights
15149,Trails
15150,Sigappu Rojakkal
15151,Mag Wheels
15152,Desiderium
15153,Shaolin Mantis
15154,Strannaya zhenshchina
15155,Jokes My Folks Never Told Me
15156,La ocasión
15157,El patrullero 777
15158,Fighting Mad
15159,Primitif
15160,Magnificent Bodyguards
15161,Das Wirtshaus der sündigen Töchter
15162,La banda del carro rojo
15163,Nero veneziano
15164,The Shooting Party
15165,Just like Home
15166,The Sea Gypsies
15167,Pastorale 1943
15168,Acting Out
15169,Love-Hotel in Tirol
15170,Azaad
15171,Mysteries
15172,1922
15173,The Demon
15174,Hot Snake
15175,The Fall of Ako Castle
15176,Jak se budí princezny
15177,Emanuelle - A Woman from a Hot Country
15178,Dirty World
15179,The Irishman
15180,Mean Dog Blues
15181,Heaven Sword and Dragon Sabre
15182,"I'm Shy, But I'll Heal"
15183,Cugine mie
15184,Born Again
15185,Blackout
15186,Bye Bye Monkey
15187,How to Lose a Wife and Find a Lover
15188,Setkání v cervenci
15189,Shoot the Sun Down
15190,Khatta Meetha
15191,Ensalada Baudelaire
15192,"Io tigro, tu tigri, egli tigra"
15193,Usatyy nyan
15194,Ghar
15195,Mr. No Legs
15196,The Love Jewel
15197,Slipping Into Darkness
15198,"Moritz, Dear Moritz"
15199,The Scenic Route
15200,Kloden rokker
15201,L'hypothèse du tableau volé
15202,Casey's Shadow
15203,The Soldier with Great Maneuvers
15204,Men Can't Be Raped
15205,Scared Straight!
15206,Darwaza
15207,"I Miss You, Hugs and Kisses"
15208,Mullum Malarum
15209,The Last House on the Beach
15210,Hurra - Die Schwedinnen sind da
15211,Angel Guts: High School Coed
15212,The Most Dangerous Game
15213,Tobi
15214,American Boy: A Profile of Steven Prince
15215,La escopeta nacional
15216,Solos en la madrugada
15217,Die Schweizermacher
15218,Power Play
15219,Beloved Lover
15220,Smokey and the Good Time Outlaws
15221,Stuffed Butterflies
15222,Raping!
15223,Born Invincible
15224,The Secret Life of Plants
15225,Eyes Behind the Stars
15226,L'hôtel de la plage
15227,Give Us Tomorrow
15228,Happy Days
15229,Io sono mia
15230,Das Lustschloß im Spessart
15231,Die munteren Sexspiele der Nachbarn
15232,Anpadh
15233,Convoy Busters
15234,Where Are You Going on Holiday?
15235,Blue Nude
15236,Blazing Flowers
15237,The Second Awakening of Christa Klages
15238,I gabbiani volano basso
15239,La fille à la fourrure
15240,The Late Great Planet Earth
15241,Vice Squad
15242,Cleopatra Wong
15243,L'orgia
15244,Metamorphoses
15245,Molière
15246,Yalniz Kalp
15247,Thappu Thalangal
15248,The Pocket Lover
15249,Derbeder
15250,The Song of Roland
15251,Dossier 51
15252,Battle of the Stars
15253,Loggerheads
15254,Trocadero Lemon Blue
15255,Steppe
15256,Encuentros muy cercanos con señoras de cualquier tipo
15257,They Went That-A-Way & That-A-Way
15258,Ecce bombo
15259,Cycle Vixens
15260,Shadows of a Hot Summer
15261,The Hitter
15262,Kravgi gynaikon
15263,Hungarians
15264,Thampu
15265,Hi-Riders
15266,Fists of Bruce Lee
15267,Team-Mates
15268,"Esposa de día, amante de noche"
15269,Kasme Vaade
15270,The Man... The Legend... The Pistol
15271,You're Driving Me Crazy
15272,"Monique, mein heißer Schoß"
15273,Folle... folle... fólleme Tim!
15274,The One Man Jury
15275,Take Me Away!
15276,Obscene Desire
15277,Man Number 100
15278,Without Anesthesia
15279,Skin of Roses
15280,The Squeeze
15281,The Killing Game
15282,Hallucinations of a Deranged Mind
15283,Nuevo mundo
15284,Tire Pas Sur Mon Collant
15285,Chez Nous
15286,La parte del león
15287,Farewell to Space Battleship Yamato: Warriors of Love
15288,Hyoch Navra Pahije
15289,Covert Action
15290,Here Come the Tigers
15291,Suggestionata
15292,Indagine su un delitto perfetto
15293,Dillagi
15294,The Six Thousand Dollar Nigger
15295,College Girl
15296,Soul of the Sword
15297,Stevie
15298,Knife in the Head
15299,Bandits vs. Samurai Squadron
15300,The Escape
15301,Germany in Autumn
15302,The Vengeful Beauty
15303,Inek Saban
15304,The Last Savage
15305,Naukri
15306,El complot mongol
15307,Slow Dancing in the Big City
15308,Towing
15309,Enter Three Dragons
15310,Blindfolded Eyes
15311,Exit 7
15312,The Foreigner
15313,Divinas palabras
15314,Yasam Kavgasi
15315,Malabestia
15316,Blood & Guts
15317,The Magic of Lassie
15318,Çapkinlar Krali
15319,Just Tell Me You Love Me
15320,Moglie nuda e siciliana
15321,Patayin si ... Mediavillo
15322,"Langrishe, Go Down"
15323,Bomba Star
15324,"Va voir maman, papa travaille"
15325,The Mine
15326,O Vigilante Rodoviário
15327,Sins of Sister Lucia
15328,Devata
15329,Isola meccanica
15330,Last Feelings
15331,Cekání na dést
15332,Gaman
15333,Mirrors
15334,Un papillon sur l'épaule
15335,Frente Al Mar
15336,Des Pardes
15337,Death Drug
15338,Naked Comes the Huntress
15339,Las eróticas vacaciones de Stela
15340,Hell Hole
15341,The Young Tycoon
15342,Revansa
15343,The Odd Job
15344,Jûsan-nin renzoku bôkôma
15345,Tumhari Kassam
15346,Aval Appadithaan
15347,Badaltey Rishtey
15348,Goldwing
15349,Koko: A Talking Gorilla
15350,Poitín
15351,Roads to the South
15352,Las noches de Paloma
15353,Carne apaleada
15354,Playboy
15355,Wodzirej
15356,Bloodfisted Brothers
15357,Tem Piranha no Garimpo
15358,"Goodbye, Franklin High"
15359,See Here My Love
15360,Long quan she shou dou zhi zhu
15361,"Olly, Olly, Oxen Free"
15362,O Prisioneiro do Sexo
15363,A House in the Clouds
15364,A Força dos Sentidos
15365,Pati Patni Aur Woh
15366,Karunamayudu
15367,The Band
15368,Heaven Sword and Dragon Sabre 2
15369,Cave of the Sharks
15370,Goin' Coconuts
15371,The Class of Miss MacMichael
15372,Rathinirvedam
15373,Corleone
15374,La raison d'État
15375,Vishwanath
15376,Arvind Desai Ki Ajeeb Dastaan
15377,Night Creature
15378,Ramdenime interviu pirad sakitkhebze
15379,Sammy's Super T-Shirt
15380,The Lovers' Wind
15381,Every Girl Should Have One
15382,Graduate First
15383,Cuentos inmorales
15384,Ángel negro
15385,"Liebesgrüße aus der Lederhose, 5. Teil: Die Bruchpiloten vom Königssee"
15386,The Scarlet Flower
15387,Way of the Black Dragon
15388,Palace Carnage
15389,Embraye bidasse... ça fume
15390,Thamburatti
15391,The Olsen Gang Goes to War
15392,Nude Odeon
15393,The Eighteen Jade Arhats
15394,Manny's Orphans
15395,Little Boy Lost
15396,As Taradas Atacam
15397,The Iron Commissioner
15398,Ils sont fous ces sorciers
15399,The Chaos Class Is Fretting Over
15400,"Carmen, la que contaba 16 años"
15401,Pink Tush Girl
15402,Blue Fin
15403,Avalude Ravukal
15404,Lyftet
15405,Mouth to Mouth
15406,O Jeca e Seu Filho Preto
15407,Cleopatra
15408,It's a Mad Mad Mad Mad World
15409,From Russia with Love
15410,The Sword in the Stone
15411,The Pink Panther
15412,Contempt
15413,Bluff Master
15414,8½
15415,Bay of Angels
15416,The Boom
15417,Le joli mai
15418,High and Low
15419,The Servant
15420,The Little Soldier
15421,The Leopard
15422,"Move Over, Darling"
15423,The Great Escape
15424,McLintock!
15425,The Birds
15426,Charade
15427,Jason and the Argonauts
15428,Bye Bye Birdie
15429,Dead Ringer
15430,Lord of the Flies
15431,Irma la Douce
15432,Hud
15433,The Nutty Professor
15434,Lilies of the Field
15435,The Haunting
15436,Black Sabbath
15437,Donovan's Reef
15438,"Yesterday, Today and Tomorrow"
15439,Tom Jones
15440,Promises..... Promises!
15441,Spencer's Mountain
15442,The Day of the Triffids
15443,The Terror
15444,The Thrill of It All
15445,Scum of the Earth
15446,55 Days at Peking
15447,The Silence
15448,Blood Feast
15449,The Raven
15450,The Incredible Journey
15451,King Kong vs. Godzilla
15452,Love with the Proper Stranger
15453,Who's Minding the Store?
15454,Fun in Acapulco
15455,The Running Man
15456,Dementia 13
15457,Il demonio
15458,The Sadist
15459,Summer Magic
15460,Winter Light
15461,Kings of the Sun
15462,The List of Adrian Messenger
15463,Shock Corridor
15464,Any Number Can Win
15465,It Happened at the World's Fair
15466,The Haunted Palace
15467,The Evil Eye
15468,A Child Is Waiting
15469,A Gathering of Eagles
15470,4 for Texas
15471,The Executioner
15472,Beach Party
15473,America America
15474,PT 109
15475,This Sporting Life
15476,The Three Lives of Thomasina
15477,The V.I.P.s
15478,The Fire Within
15479,"Captain Newman, M.D."
15480,X: The Man with the X-Ray Eyes
15481,The Cardinal
15482,Billy Liar
15483,Under the Yum Yum Tree
15484,Scorching Sands
15485,The Caretakers
15486,Murder at the Gallop
15487,Carry on Cabby
15488,The Whip and the Body
15489,Dry Summer
15490,The Kiss of the Vampire
15491,Flipper
15492,Summer Holiday
15493,Toys in the Attic
15494,Winnetou
15495,When the Cat Comes
15496,The Comedy of Terrors
15497,Johnny Cool
15498,The Old Dark House
15499,The Big City
15500,In the Cool of the Day
15501,Palm Springs Weekend
15502,Voyage to the End of the Universe
15503,Paranoiac
15504,The Ugly American
15505,"Dr. Syn, Alias the Scarecrow"
15506,Sword of Lancelot
15507,The Courtship of Eddie's Father
15508,The Red Lanterns
15509,Horror Castle
15510,A New Kind of Love
15511,Matango
15512,The Mouse on the Moon
15513,The Prize
15514,For Love or Money
15515,The Victors
15516,Monstrosity
15517,Sunday in New York
15518,Come Blow Your Horn
15519,Soldier in the Rain
15520,Judex
15521,Barren Lives
15522,Who's Been Sleeping in My Bed?
15523,Passenger
15524,"Take Her, She's Mine"
15525,Heavenly Bodies!
15526,The Empty Canvas
15527,Love Is a Ball
15528,Come Fly with Me
15529,Captain Sindbad
15530,Station Six Sahara
15531,Kingdom of Crooked Mirrors
15532,Crooks in Clover
15533,The Crawling Hand
15534,The Small World of Sammy Lee
15535,The Balcony
15536,Mondo Cane 2
15537,Muriel
15538,"Bell, Bare and Beautiful"
15539,Savage Sam
15540,Gunfight at Comanche Creek
15541,Hands Over the City
15542,The Organizer
15543,Heavens Above!
15544,I Could Go on Singing
15545,Youth of the Beast
15546,Doctor of Doom
15547,Doctor in Distress
15548,The Gun Hawk
15549,The Blancheville Monster
15550,Goldilocks and the Three Bares
15551,Unearthly Stranger
15552,Zlaté kapradí
15553,Saladin
15554,13 Frightened Girls
15555,Twice-Told Tales
15556,L'Immortelle
15557,The Conjugal Bed
15558,Gidget Goes to Rome
15559,Raven's End
15560,The Slime People
15561,The Girl Hunters
15562,Maniac
15563,Symphonie pour un massacre
15564,Twilight of Honor
15565,Ladybug Ladybug
15566,An Actor's Revenge
15567,The Wrong Arm of the Law
15568,Dr. Crippen
15569,Bitter Harvest
15570,Women of the World
15571,The Stripper
15572,The Baby Carriage
15573,The Monsters
15574,Atragon
15575,Rampage
15576,Os Verdes Anos
15577,13 Assassins
15578,The Guest
15579,The Endless Night
15580,Miracle of the White Stallions
15581,The Skydivers
15582,Tammy and the Doctor
15583,Showdown
15584,The French Girl and the Nudists
15585,Seduction by the Sea
15586,Gentlemen Prefer Nature Girls
15587,The Wheeler Dealers
15588,The Rape
15589,Ro.Go.Pa.G.
15590,The Fiances
15591,Chi lavora è perduto (In capo al mondo)
15592,Ladies Who Do
15593,The Punch and Judy Man
15594,Frøken April
15595,The Mind Benders
15596,All of Me
15597,Bandini
15598,Young Aphrodites
15599,Samson and the Slave Queen
15600,Magnet of Doom
15601,The Ghost
15602,Suzanne's Career
15603,Jak byc kochana
15604,The Indian Scarf
15605,OSS 117 se déchaîne
15606,A Stitch in Time
15607,"Hercules, Samson & Ulysses"
15608,Wings of Mystery
15609,Beni Osman Öldürdü
15610,The Mad Executioners
15611,The Carabineers
15612,Tomorrow at Ten
15613,Dr. Mabuse vs. Scotland Yard
15614,The Quick and the Dead
15615,My Six Loves
15616,Diary of a Madman
15617,Tomb of Torture
15618,Operation Bikini
15619,Bluebeard
15620,Nurse on Wheels
15621,The Crimson Blade
15622,House of the Damned
15623,The Day and the Hour
15624,Días de otoño
15625,All the Way Home
15626,The Adventures of Scaramouche
15627,Papa's Delicate Condition
15628,The Three Stooges Go Around the World in a Daze
